RTH #,RSH #,RTK #,TH,SH,K,H POS,RTH Keyword,RSH Keyword,RTK Keyword,RTH Read,TH Read,RTH Lesson,RSH Lesson,RTK Lesson,K and H check,SH and TH check,K and TH keywords,SH and TH keywords,K and H Visual Check
2339,2405,0715,莖,茎,茎,,plant stem,plant stem,stalk,jīng,jīng,RTH2-L35,RSH2-L35,RTK1v5-L23,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2340,2407,2990,勁,劲,勁,,powerful,powerful,formidable,jìng,jìn|jìng,RTH2-L35,RSH2-L35,RTK3v2-CH06,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2341,2406,0882,徑,径,径,n.,trail,trail,diameter,jìng,jìng,RTH2-L35,RSH2-L35,RTK1v5-L25,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2342,2409,0840,溪,溪,渓,,creek,creek,mountain stream,xī,xī,RTH2-L35,RSH2-L35,RTK1v5-L25,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
2343,2408,1378,幼,幼,幼,,young,young,infancy,yòu,yòu,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2344,2410,1380,幽,幽,幽,,secluded,secluded,faint,yōu,yōu,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2345,2759,1788,濕,湿,湿,,wet,wet,damp,shī,shī,RTH2-L35,RSH2-L46,RTK1v5-L47,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2346,2411,1383,玄,玄,玄,,mysterious,mysterious,mysterious,xuán,xuán,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2347,2413,1384,畜,畜,畜,,livestock,livestock,livestock,chù,chù|xù,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2348,2414,1385,蓄,蓄,蓄,,save up,save up,amass,xù,xù,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2349,1632,2550,牽,牵,牽,,lead along,lead along,tug,qiān,qiān,RTH2-L35,RSH2-L14,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2350,2412,1386,弦,弦,弦,,bowstring,bowstring,bowstring,xián,xián,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2351,2415,1390,磁,磁,磁,,magnetism,magnetism,magnet,cí,cí,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2352,2416,1388,滋,滋,滋,,nourish,nourish,nourishing,zī,zī,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2353,2417,1389,慈,慈,慈,,kindhearted,kindhearted,mercy,cí,cí,RTH2-L35,RSH2-L35,RTK1v5-L36,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2354,1651,,譏,讥,譏,,deride,deride,,jī,jī,RTH2-L35,RSH2-L15,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2355,1899,,爍,烁,爍,,luminous,luminous,,shuò,shuò,RTH2-L35,RSH2-L22,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2356,0298,2422,遜,逊,遜,,modest,modest,modest,xùn,xùn,RTH2-L35,RSH1-L13,RTK3v2-CH02,K = TH,SH <> TH,K key = TH key,SH key = TH key,
2357,2426,1397,卸,卸,卸,,unload,unload,wholesale,xiè,xiè,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2358,ch # 2427,1398,御,御,御,,imperial,,honorable,yù,yù,RTH2-L36,,RTK1v5-L37,K = SH = TH,SH = TH,K key <> TH key,RSH key missing,
2359,2427,2597,禦,御,禦,,withstand,withstand,fend off,yù,yù,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2360,2428,1422,卵,卵,卵,,nest eggs,nest eggs,egg,luǎn,luǎn,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2361,2429,,孵,孵,孵,v.,hatch,hatch,,fū,fū,RTH2-L36,RSH2-L36,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2362,2430,0729,乳,乳,乳,,breast,breast,milk,rǔ,rǔ,RTH2-L36,RSH2-L36,RTK1v5-L23,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2363,2431,0730,浮,浮,浮,v.,float,float,floating,fú,fú,RTH2-L36,RSH2-L36,RTK1v5-L23,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2364,2432,,俘,俘,俘,,captive,captive,,fú,fú,RTH2-L36,RSH2-L36,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2365,2511,2898,卿,卿,卿,,minister,minister,magistrate,qīng,qīng,RTH2-L36,RSH2-L37,RTK3v2-CH03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2366,1108,1424,貿,贸,貿,n.,trade,trade,trade,mào,mào,RTH2-L36,RSH1-L36,RTK1v5-L37,K = TH,SH <> TH,K key = TH key,SH key = TH key,
2367,2433,,榴,榴,榴,,pomegranate,pomegranate,,liú,liú,RTH2-L36,RSH2-L36,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2368,2435,1410,疑,疑,疑,v.,doubt,doubt,doubt,yí,yí,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2369,1544,2592,礙,碍,碍,,obstruct,obstruct,obstacle,ài,ài,RTH2-L36,RSH2-L08,RTK3v2-CH02,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2370,2436,1412,凝,凝,凝,,congeal,congeal,congeal,níng,níng,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2371,2119,1411,擬,拟,擬,,simulate,simulate,mimic,nǐ,nǐ,RTH2-L36,RSH2-L27,RTK1v5-L37,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2372,2437,2568,玲,玲,玲,,exquisite,exquisite,tinkling,líng,líng,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2373,2438,1406,鈴,铃,鈴,,small bell,small bell,small bell,líng,líng,RTH2-L36,RSH2-L36,RTK1v5-L37,K = TH,SH <> TH,K key = TH key,SH key = TH key,
2374,2441,2112,伶,伶,伶,,actor,actor,minstrel,líng,líng,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2375,2440,2228,嶺,岭,嶺,,mountain range,mountain range,mountaintop,lǐng,lǐng,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2376,2443,2530,桶,桶,桶,,bucket,bucket,bucket,tǒng,tǒng,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2377,2444,,誦,诵,誦,,read aloud,read aloud,,sòng,sòng,RTH2-L36,RSH2-L36,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2378,2442,2284,湧,涌,湧,v.,gush,gush,bubble up,yǒng,yǒng,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2379,(c),1409,踴,踊,踊,,eagerly,eagerly,jump,yǒng,yǒng,RTH2-L36,,RTK1v5-L37,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2380,2447,1207,卷,卷,巻,,exam paper,exam paper,scroll,juàn,juǎn|juàn|quán,RTH2-L36,RSH2-L36,RTK1v5-L32,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
2381,2449,1208,圈,圈,圏,n.,circle,circle,sphere,quān,quān|juàn|juān,RTH2-L36,RSH2-L36,RTK1v5-L32,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
2382,ch # 2447,,捲,卷,捲,,roll up,,,juǎn,juǎn,RTH2-L36,,,K = TH,SH <> TH,RTK key missing,RSH key missing,
2383,2448,2108,倦,倦,倦,,worn out,worn out,fed up,juàn,juàn,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2384,2445,1413,範,范,範,,model,model,pattern,fàn,fàn,RTH2-L36,RSH2-L36,RTK1v5-L37,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2385,2450,1420,怨,怨,怨,,resentment,resentment,grudge,yuàn,yuàn,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2386,2451,1417,宛,宛,宛,adj.,winding,winding,address,wǎn,wǎn|yuān,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2387,2452,1418,腕,腕,腕,,wrist,wrist,arm,wàn,wàn,RTH2-L36,RSH2-L36,RTK1v5-L37,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2388,2453,2197,婉,婉,婉,,tactful,tactful,well finished,wǎn,wǎn,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2389,2454,2591,碗,碗,碗,,bowl,bowl,teacup,wǎn,wǎn,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2390,2457,,詭,诡,詭,,deceitful,deceitful,,guǐ,guǐ,RTH2-L36,RSH2-L36,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2391,2458,2745,跪,跪,跪,,kneel,kneel,kneel,guì,guì,RTH2-L36,RSH2-L36,RTK3v2-CH02,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2392,2459,2860,輿,舆,輿,,popular,popular,palanquin,yú,yú,RTH2-L36,RSH2-L36,RTK3v2-CH03,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2393,2461,1432,酬,酬,酬,n./v.,reward,reward,repay,chóu,chóu,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2394,2460,1429,酌,酌,酌,,pour wine,pour wine,bartending,zhuó,zhuó,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2395,2462,1431,酷,酷,酷,,brutal,brutal,cruel,kù,kù,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2396,2463,2751,醇,醇,醇,,mellow wine,mellow wine,strong saké,chún,chún,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2397,2464,1434,醋,醋,酢,,vinegar,vinegar,vinegar,cù,cù,RTH2-L37,RSH2-L37,RTK1v5-L38,K <> H,SH = TH,K key = TH key,SH key = TH key,Variant
2398,2470,1435,醉,醉,酔,,drunk,drunk,drunk,zuì,zuì,RTH2-L37,RSH2-L37,RTK1v5-L38,K <> H,SH = TH,K key = TH key,SH key = TH key,Japanese variant
2399,2473,0925,粹,粹,粋,,unmixed,unmixed,chic,cuì,cuì,RTH2-L37,RSH2-L37,RTK1v5-L26,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
2400,2472,2863,翠,翠,翠,,emerald green,emerald green,jade green,cuì,cuì,RTH2-L37,RSH2-L37,RTK3v2-CH03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2401,2471,,碎,碎,碎,,shattered,shattered,,suì,suì,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2402,2474,1437,酸,酸,酸,,sour,sour,acid,suān,suān,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2403,2475,,梭,梭,梭,n.,shuttle,shuttle,,suō,suō,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2404,2476,2061,峻,峻,峻,,lofty,lofty,steep,jùn,jùn,RTH2-L37,RSH2-L37,RTK3v2-CH01,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2405,ch # 2477,,俊,俊,俊,,pretty,,,jùn,jùn,RTH2-L37,,,K = SH = TH,SH = TH,RTK key missing,RSH key missing,
2406,2504,,釁,衅,釁,n.,quarrel,quarrel,,xìn,xìn,RTH2-L37,RSH2-L37,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2407,2465,2746,醬,酱,醤,,thick sauce,thick sauce,soy sauce,jiàng,jiàng,RTH2-L37,RSH2-L37,RTK3v2-CH02,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
2408,1590,1438,猶,犹,猶,,just like,just like,waver,yóu,yóu,RTH2-L37,RSH2-L11,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2409,2478,,奠,奠,奠,v.,found,found,,diàn,diàn,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2410,2479,,蹲,蹲,蹲,v.,squat,squat,,dūn,dūn,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2411,2480,2423,逗,逗,逗,v.,tease,tease,standstill,dòu,dòu,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2412,1934,,豈,岂,豈,,(rhetorical question),(rhetorical question),,qǐ,qǐ,RTH2-L37,RSH2-L23,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2413,1935,2077,凱,凯,凱,,triumphant,triumphant,triumph,kǎi,kǎi,RTH2-L37,RSH2-L23,RTK3v2-CH01,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2414,2268,2618,豎,竖,竪,,perpendicular,perpendicular,longness,shù,shù,RTH2-L37,RSH2-L32,RTK3v2-CH02,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Variant
2415,2483,2852,嘉,嘉,嘉,,commend,commend,applaud,jiā,jiā,RTH2-L37,RSH2-L37,RTK3v2-CH03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2416,2482,,嘻,嘻,嘻,,giggling,giggling,,xī,xī,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2417,2484,1450,盟,盟,盟,,alliance,alliance,alliance,méng,méng|míng,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2418,2485,2872,孟,孟,孟,,Mencius,Mencius,start,mèng,mèng,RTH2-L37,RSH2-L37,RTK3v2-CH03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2419,2486,1456,猛,猛,猛,,fierce,fierce,fierce,měng,měng,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2420,2490,1457,盛,盛,盛,,flourishing,flourishing,boom,shèng,chéng|shèng,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2421,2491,,盞,盏,盞,,small cup,small cup,,zhǎn,zhǎn,RTH2-L37,RSH2-L37,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2422,2489,,盒,盒,盒,,small box,small box,,hé,hé,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2423,2492,1451,盜,盗,盗,,master thief,master thief,steal,dào,dào,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2424,ch # 1757,,盪,荡,盪,v.,swing,,,dàng,dàng|tàng,RTH2-L37,,,K = TH,SH <> TH,RTK key missing,RSH key missing,
2425,1558,0834,寧,宁,寧,adj.,calm,calm,rather,níng,níng|nìng,RTH2-L37,RSH2-L09,RTK1v5-L25,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2426,2494,,盈,盈,盈,,replete,replete,,yíng,yíng,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2427,2495,1449,盆,盆,盆,,basin,basin,basin,pén,pén,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2428,ch # 0997,,盃,杯,盃,,trophy,,,bēi,bēi,RTH2-L37,,,K = TH,SH <> TH,RTK key missing,RSH key missing,
2429,2496,,蘊,蕴,蘊,,amass,amass,,yùn,yùn,RTH2-L37,RSH2-L37,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2430,2498,1454,濫,滥,濫,,indiscriminate,indiscriminate,overflow,làn,làn,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2431,2497,1455,鑑,鉴,鑑,v.,probe,probe,specimen,jiàn,jiàn,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2432,2499,,尷,尴,,,abashed,abashed,,gān,gān,RTH2-L37,RSH2-L37,,K missing,SH <> TH,RTK key missing,SH key = TH key,
2433,2500,,尬,尬,尬,,embarrassed,embarrassed,,gà,gà,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2434,1988,,拋,抛,,v.,toss,toss,,pāo,pāo,RTH2-L37,RSH2-L24,,K missing,SH <> TH,RTK key missing,SH key = TH key,
2435,2503,2679,耽,耽,耽,,indulge in,indulge in,addiction,dān,dān,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2436,2502,2472,枕,枕,枕,,pillow,pillow,pillow,zhěn,zhěn,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2437,2265,0855,覽,览,覧,v.,view,view,perusal,lǎn,lǎn,RTH2-L37,RSH2-L32,RTK1v5-L25,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
2438,2266,,攬,揽,攬,,take on,take on,,lǎn,lǎn,RTH2-L37,RSH2-L32,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2439,2402,,纜,缆,纜,n.,cable,cable,,lǎn,lǎn,RTH2-L37,RSH2-L35,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2440,2506,,狠,狠,狠,,ruthless,ruthless,,hěn,hěn,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2441,2512,1460,恨,恨,恨,v.,hate,hate,resentment,hèn,hèn,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2442,2509,1463,爵,爵,爵,,upper crust,upper crust,baron,jué,jué,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2443,2510,,嚼,嚼,嚼,v.,chew,chew,,jiáo,jiáo|jué|jiào,RTH2-L37,RSH2-L37,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2444,2507,1970,懇,恳,懇,,wholeheartedly,wholeheartedly,sociable,kěn,kěn,RTH2-L37,RSH2-L37,RTK1v5-L53,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2445,2505,1971,墾,垦,墾,,reclaim,reclaim,groundbreaking,kěn,kěn,RTH2-L37,RSH2-L37,RTK1v5-L53,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2446,1902,2734,豹,豹,豹,,leopard,leopard,panther,bào,bào,RTH2-L37,RSH2-L22,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2447,1587,0244,貓,猫,猫,,cat,cat,cat,māo,māo|máo,RTH2-L37,RSH2-L11,RTK1v5-L11,K = SH,SH <> TH,K key = TH key,SH key = TH key,
2448,1903,2733,貌,貌,貌,,mien,mien,countenance,mào,mào,RTH2-L37,RSH2-L22,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2449,2513,1469,朗,朗,朗,,lucent,lucent,melodious,lǎng,lǎng,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2450,2514,2339,狼,狼,狼,,wolf,wolf,wolf,láng,láng,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
2451,2517,1475,飢,饥,飢,,starving,starving,hungry,jī,jī,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2452,2518,,饒,饶,饒,v.,spare,spare,,ráo,ráo,RTH2-L37,RSH2-L37,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2453,2519,1477,飾,饰,飾,,ornaments,ornaments,decorate,shì,shì,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2454,2520,1474,飲,饮,飲,,beverage,beverage,drink,yǐn,yǐn|yìn,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2455,2521,2800,蝕,蚀,蝕,,eat away,eat away,eclipse,shí,shí,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2456,2522,1480,飽,饱,飽,,sated,sated,sated,bǎo,bǎo,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key = TH key,SH key = TH key,
2457,2523,2998,饅,馒,饅,,bread,bread,bean jam,mán,mán,RTH2-L37,RSH2-L37,RTK3v2-CH06,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2458,2524,2802,餅,饼,餅,,cookie,cookie,mochi,bǐng,bǐng,RTH2-L37,RSH2-L37,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2459,2525,,餃,饺,餃,,dumpling,dumpling,,jiǎo,jiǎo,RTH2-L37,RSH2-L37,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2460,2526,1476,餓,饿,餓,,hungry,hungry,starve,è,è,RTH2-L37,RSH2-L37,RTK1v5-L38,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2461,1979,0844,潛,潜,潜,,submerge,submerge,submerge,qián,qián,RTH2-L37,RSH2-L24,RTK1v5-L25,K = SH,SH <> TH,K key = TH key,SH key = TH key,
2462,1744,0523,蠶,蚕,蚕,,silkworm,silkworm,silkworm,cán,cán,RTH2-L37,RSH2-L20,RTK1v5-L21,K = SH,SH <> TH,K key = TH key,SH key = TH key,
2463,2527,,溉,溉,,,irrigate,irrigate,,gài,gài,RTH2-L37,RSH2-L37,,K missing,SH = TH,RTK key missing,SH key = TH key,
2464,2528,1483,慨,慨,慨,,incensed,incensed,rue,kǎi,kǎi,RTH2-L37,RSH2-L37,RTK1v5-L38,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2465,2530,,萍,萍,萍,,duckweed,duckweed,,píng,píng,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2466,2531,2604,秤,秤,秤,n.,scale,scale,balancing scales,chèng,chèng,RTH2-L38,RSH2-L38,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2467,2532,,淆,淆,淆,,confuse,confuse,,xiáo,xiáo,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2468,2533,,艾,艾,艾,,Chinese mugwort,Chinese mugwort,,ài,ài|yì,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2469,2534,,哎,哎,哎,,Good grief!,Good grief!,,āi,āi|ēi,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2470,2699,0705,拔,拔,抜,,pull out,pull out,slip out,bá,bá,RTH2-L38,RSH2-L43,RTK1v5-L23,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
2471,2536,,攀,攀,攀,v.,climb,climb,,pān,pān,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2472,2542,2033,屯,屯,屯,v.,stockpile,stockpile,barracks,tún,tún,RTH2-L38,RSH2-L38,RTK1v5-L56,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2473,2544,2788,頓,顿,頓,n./v.,pause,pause,immediate,dùn,dùn,RTH2-L38,RSH2-L38,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2474,2543,2949,噸,吨,噸,,ton,ton,ton,dūn,dūn,RTH2-L38,RSH2-L38,RTK3v2-CH04,K = TH,SH <> TH,K key = TH key,SH key = TH key,Japanese kokuji
2475,2545,1494,純,纯,純,,unadulterated,unadulterated,genuine,chún,chún,RTH2-L38,RSH2-L38,RTK1v5-L39,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
2476,2173,1110,屆,届,届,,fall due,fall due,deliver,jiè,jiè,RTH2-L38,RSH2-L29,RTK1v5-L30,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
2477,2546,1171,齒,齿,歯,,teeth,teeth,tooth,chǐ,chǐ,RTH2-L38,RSH2-L38,RTK1v5-L31,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
2478,ch # 0689,,齣,出,齣,,shows,,,chū,chū,RTH2-L38,,,K = TH,SH <> TH,RTK key missing,RSH key missing,
2479,2547,1403,齡,龄,齢,,length of service,length of service,age,líng,líng,RTH2-L38,RSH2-L38,RTK1v5-L37,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
2480,2548,,洶,汹,洶,,turbulent,turbulent,,xiōng,xiōng,RTH2-L38,RSH2-L38,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2481,2549,,籬,篱,籬,,fence,fence,,lí,lí,RTH2-L38,RSH2-L38,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2482,2551,,辜,辜,辜,,crime,crime,,gū,gū,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2483,2553,1499,宰,宰,宰,v.,butcher,butcher,superintend,zǎi,zǎi,RTH2-L38,RSH2-L38,RTK1v5-L39,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2484,2554,,辨,辨,辨,,differentiate,differentiate,,biàn,biàn,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2485,2555,,辮,辫,辮,n.,braid,braid,,biàn,biàn,RTH2-L38,RSH2-L38,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
2486,2556,,臂,臂,臂,n.,arm,arm,,bì,bì|bei,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2487,2557,,劈,劈,劈,v.,split,split,,pǐ,pī|pǐ,RTH2-L38,RSH2-L38,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
2488,2558,2728,譬,譬,譬,,analogy,analogy,parable,pì,pì,RTH2-L38,RSH2-L38,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2489,2559,2117,僻,僻,僻,,out-of-the-way,out-of-the-way,biased,pì,pì,RTH2-L38,RSH2-L38,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
2490,2601,,譯,译,譯,,translate,translate,,yì,yì,RTH2-L38,RSH2-L39,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
